device,metric1,metric2,metric3,years
S1F08S38,99522744,4,337410,33
S1F09DZQ,77713296,6,383384,32
S1F09MAK,74134944,3,306534,18
S1F09MSM,213527736,3,341830,22
S1F0A1PX,96542544,4,334515,26
S1F0A1VP,33658840,4,341309,26
S1F0AADQ,24933640,7,384081,26
S1F0AEFT,20137888,9,396071,26
S1F0B3XA,189103024,4,345307,30
S1F0B5QJ,10207776,4,257578,30
S1F0BN0S,228547280,4,319439,30
S1F0BQZK,90723944,4,335628,30
S1F0BVK1,197520496,5,239754,36
S1F0BWZ3,100035032,7,355534,18
S1F0C95J,204490648,5,232453,22
S1F0CE60,181057744,6,217699,22
S1F0CSBR,188065208,4,306799,26
S1F0CSRZ,72027952,4,332141,26
S1F0CT09,124303568,4,337512,24
S1F0CT4F,54937928,4,354353,28
S1F0CTDN,112311608,9,384948,23
S1F0CTDY,91399392,4,340527,23
S1F0CTRL,130900160,4,344518,23
S1F0CVDS,94389304,4,348452,27
S1F0CVRM,54301624,4,336581,27
S1F0CVWK,38341120,7,353308,22
S1F0CVY5,212747640,5,319657,26
S1F0CWHW,543344,4,323609,34
S1F0CWKN,190696888,4,341790,27
S1F0CWXJ,188715864,4,288607,29
S1F0DKAN,43468424,6,261411,23
S1F0DSTY,76316152,11,440662,23
S1F0E9EP,169708424,8,200566,23
S1F0EEP2,197726352,13,245331,21
S1F0EGMT,151616496,9,200390,21
S1F0EGSH,98654040,11,220652,23
S1F0F4EB,67395064,9,204237,23
S1F0F4G4,32677856,10,289902,23
S1F0FGBQ,84356264,9,174021,25
S1F0FP0C,233388240,9,203633,25
S1F0FVBE,37979408,14,292037,25
S1F0FW8K,214560576,92,223512,29
S1F0FZ8F,198588176,7,200325,29
S1F0G0XX,18082712,12,290886,29
S1F0G9ZF,63875376,70,224197,29
S1F0GCED,64471520,8,204950,17
S1F0GG8X,105117144,11,191386,23
S1F0GGJD,68316200,62,197307,27
S1F0GGPP,1740480,9,203406,27
S1F0GHJ1,106223272,58,224150,31
S1F0GJL9,118030024,63,226323,31
S1F0GJW3,190862424,8,205237,20
S1F0GKFX,179437576,65,227203,22
S1F0GKL6,54645096,90,225478,22
S1F0GPFZ,115839232,8,199225,18
S1F0GPXY,85286872,8,200215,22
S1F0GQCL,179349256,92,221608,22
S1F0GRB1,205498232,67,226089,22
S1F0GSD9,69363904,11,201664,
S1F0GSHB,223891072,91,228061,25
S1F0GV0W,231544672,95,225890,18
S1F0H6JG,164520920,7,196923,18
S1F0H6JJ,214073712,32,253893,18
S1F0HWXJ,65524440,6,208331,18
S1F0J5JH,130925216,7,204258,18
S1F0JD7P,84507168,58,228367,27
S1F0JGJV,161515072,7,199524,27
S1F0JMRJ,173677296,39,258653,27
S1F0KY6R,194361752,14,288757,27
S1F0KYCR,5428040,9,202720,27
S1F0KZJJ,118118504,36,251421,25
S1F0L0DW,33174880,7,285992,25
S1F0L11K,24725840,6,209829,16
S1F0LBMG,33769200,7,285540,16
S1F0LBY2,195492400,11,448680,20
S1F0LC06,29842568,6,210489,20
S1F0LCKH,14938120,11,452290,20
S1F0LCQX,106205712,7,284057,24
S1F0LCS6,111392864,17,219976,24
S1F0LCSV,178172368,6,182961,20
S1F0LCTV,36990704,11,451081,20
S1F0LCVC,238876808,8,207383,20
S1F0LD15,209328944,6,285842,27
S1F0LD2C,236361248,12,440511,16
S1F0LD73,22288848,6,284828,16
S1F0LDB5,40500808,15,182232,16
S1F0LDED,233894424,7,203774,16
S1F0LDKM,171732424,7,210384,16
S1F0LDLW,125932720,7,210399,16
S1F0LE2X,47060264,16,196011,16
S1F0LEBM,218994368,5,204820,19
S1F0LHH2,189324392,8,202578,19
S1F0LL2X,29900288,6,210624,19
S1F0LLKM,80241576,11,200437,23
S1F0LQDQ,240348464,8,206002,23
S1F0LR01,74123048,9,169543,23
S1F0M2PQ,48228912,60,227797,23
S1F0MBV5,192090424,4,345818,23
S1F0P1K7,212663000,2,246967,23
S1F0P2B4,81993328,4,253252,23
S1F0P3G2,111839288,8,245067,23
S1F0PEVC,236454616,6,219715,23
S1F0PF59,109820472,6,247911,18
S1F0PF5Q,128928456,12,248194,18
S1F0PG6Z,219087920,10,201046,22
S1F0PGHQ,237691848,6,245233,22
S1F0PGZ6,197687528,5,247704,21
S1F0PJAJ,34476248,12,250528,25
S1F0PJJW,16150128,6,243164,25
S1F0PJZP,22478432,12,244978,28
S1F0PK2J,231045440,6,253029,28
S1F0PK70,81129208,7,216099,28
S1F0PL0R,152505464,6,224578,28
S1F0PL7D,184650448,6,244916,28
S1F0PLEL,59656080,7,221444,32
S1F0PXZL,13326392,8,380445,24
S1F0QF3R,160012680,12,204467,27
S1F0QWEQ,1346064,9,220024,20
S1F0QWGA,117315944,6,201590,20
S1F0QWGD,899816,17,219415,20
S1F0QWPP,36058584,8,191439,20
S1F0QWV6,173368328,8,185511,17
S1F0QWWF,4392280,6,223895,26
S1F0QWYG,239546568,6,197234,26
S1F0QWZP,1790064,12,205299,30
S1F0QX41,198426248,17,220401,30
S1F0QX4C,122529744,12,186431,34
S1F0QXCB,185096000,8,201670,23
S1F0QXDD,104185072,8,188222,23
S1F0QXDQ,150907304,6,190412,23
S1F0QXM0,220640744,9,175614,27
S1F0QXNB,36219912,16,220026,27
S1F0QXRG,91586472,12,163552,29
S1F0QXTJ,145369120,17,217891,35
S1F0QXVD,114952240,6,221698,26
S1F0QXXH,109024312,13,220107,18
S1F0QXYA,131712448,13,186515,18
S1F0QXZS,97306024,9,191310,18
S1F0QY05,89033504,10,220125,25
S1F0QY0Q,60224256,5,212999,29
S1F0QY11,78015216,7,211571,33
S1F0QY1C,150023496,11,252898,29
S1F0QY71,163746856,13,220543,29
S1F0QY8S,150386808,11,191659,33
S1F0QYBJ,95119048,8,198012,24
S1F0QYJX,84690656,5,252637,24
S1F0QYLA,231267304,5,244924,27
S1F0QYMX,151649176,5,252479,27
S1F0QYND,120407192,6,252337,27
S1F0QYPA,71399216,8,185633,24
S1F0QYRB,146991680,10,211589,24
S1F0QYRS,130927104,11,218627,34
S1F0QYX3,140405528,16,219579,38
S1F0QYX4,153825504,8,189751,24
S1F0QYYB,30176400,11,248992,18
S1F0QZ0P,76182200,16,217412,30
S1F0QZSF,145137968,9,190677,22
S1F0QZXV,107020992,7,201937,22
S1F0QZYJ,226772664,11,252542,26
S1F0R0JT,203376440,17,218643,26
S1F0R0PX,71340128,12,220455,30
S1F0R12B,192678712,6,219488,30
S1F0R12Y,97880176,9,218322,30
S1F0R15Y,181749680,6,224386,30
S1F0R1GK,101883520,17,217590,30
S1F0R20R,242088040,10,218253,22
S1F0R2CW,187191112,9,219884,20
S1F0R2KW,13212080,8,221520,24
S1F0R2RJ,156286664,9,184665,28
S1F0R2S6,154756576,8,189308,20
S1F0R2SV,101760248,13,221920,24
S1F0R2VP,157031424,12,224988,22
S1F0R2VR,225218192,6,190210,22
S1F0R37Q,156840840,7,192267,22
S1F0R3FB,186093808,6,223791,22
S1F0R3JV,124699024,6,200462,22
S1F0R3LG,39057608,6,219893,24
S1F0R3N9,93918472,16,219048,24
S1F0R4JP,206450608,16,209649,24
S1F0R4JY,148434224,7,388782,19
S1F0R4Q8,96140360,6,197090,19
S1F0R4YC,129872648,11,216371,19
S1F0RG6V,91713024,8,186470,21
S1F0RKT7,75756568,9,334400,21
S1F0RM77,198806952,11,203050,25
S1F0RQLR,222488248,7,247181,25
S1F0RR0C,188244472,12,312015,29
S1F0RR2E,204976632,8,251132,22
S1F0RR35,8685336,12,266395,21
S1F0RR5M,100576552,10,193540,25
S1F0RR69,24826832,10,327793,24
S1F0RR7L,3745880,13,246600,25
S1F0RRB1,37985862,8,39267,21
S1F0RRDW,125172296,8,244580,21
S1F0RREN,117552688,11,202693,21
S1F0RRXY,202325472,6,385045,25
S1F0RS3B,30725976,7,250172,25
S1F0RS72,28479584,8,265893,25
S1F0RS81,178011792,13,250178,25
S1F0RSDT,29842296,8,194458,25
S1F0RSER,241626832,7,301691,29
S1F0RSFT,184058320,12,182651,29
S1F0RSG7,76912744,12,307769,29
S1F0RSML,149492512,13,383682,29
S1F0RSMR,2610424,9,247040,29
S1F0RSWJ,152786984,12,252053,33
S1F0RSXC,91771424,8,141203,33
S1F0RSZP,142081680,13,248070,33
S1F0RSZZ,135789816,12,194618,33
S1F0RTQV,171127176,10,388954,33
S1F0RV6Z,100633152,7,385272,33
S1F0RVG8,23930552,6,301205,28
S1F0RVVR,36877464,7,180778,23
S1F0S02A,239462824,7,244565,22
S1F0S0NC,151864856,7,193019,22
S1F0S1QK,82852400,7,384650,26
S1F0S2WJ,156115544,14,248088,26
S1F0S30R,52038216,13,236817,27
S1F0S33G,153413168,11,175228,27
S1F0S34C,87665112,13,202969,20
S1F0S34Q,142558352,13,195735,20
S1F0S351,49977536,8,251246,20
S1F0S363,60263976,11,387198,24
S1F0S382,16808368,13,247247,24
S1F0S387,242230392,12,247236,24
S1F0S3A3,126534832,6,191243,28
S1F0S3CR,225847568,7,382323,28
S1F0S3DF,204056808,8,190882,28
S1F0S454,225286304,6,383967,28
S1F0S49E,178623512,8,247659,28
S1F0S4CA,47445200,12,191816,32
S1F0S4EG,87204664,6,240746,32
S1F0S4G4,21571728,7,192396,32
S1F0S4GB,85797440,6,383380,32
S1F0S4MG,2059024,13,243737,32
S1F0S4QZ,205515648,7,331634,36
S1F0S4T6,131142192,9,247652,36
S1F0S4WV,25923944,10,193835,36
S1F0S4Y9,150308808,10,184060,36
S1F0S517,139681704,8,218463,36
S1F0S52H,30106848,12,265936,40
S1F0S537,29903672,8,246988,40
S1F0S561,188877832,13,237580,40
S1F0S57T,221150752,7,244766,40
S1F0S58D,127642496,12,202002,40
S1F0S5B2,103610208,8,300815,40
S1F0S5CE,9846416,9,265921,21
S1F0S5E9,180764648,14,243995,25
S1F0S5F0,85860504,12,243638,25
S1F0S5LP,183415304,8,246257,23
S1F0S5NE,114280416,7,306277,19
S1F0S5SR,159366552,7,211825,19
S1F0S5VX,40597240,8,190810,21
S1F0S5WJ,92447240,8,141568,21
S1F0S5YZ,57253200,9,237000,21
S1F0S613,241070968,9,193505,21
S1F0S62V,208679784,8,385663,21
S1F0S62Z,26583504,11,388824,18
S1F0S63A,99325560,6,224931,18
S1F0S649,158958864,11,248090,18
S1F0S65X,163844280,8,247232,23
S1F0S66R,205318528,13,237283,20
S1F0S68M,21503776,11,203666,30
S1F0S6AB,84325432,14,245002,30
S1F0S6B7,45994312,11,192272,19
S1F0S6EY,194115648,11,266020,19
S1F0S6FZ,145459344,8,246830,19
S1F0S6GZ,136789248,12,248155,17
S1F0S6HH,58988696,8,300335,23
S1F0S6L1,156486856,7,382888,19
S1F0S6VR,217373416,7,236525,23
S1F0S70T,115229568,9,244613,23
S1F0S7B7,181286952,13,304829,23
S1F0S7DN,160685104,8,301915,27
S1F0SAB1,218104712,13,221234,27
S1F0SAB3,183004608,9,190542,27
S1F0SAC1,227266472,6,191724,29
S1F0SBBW,86820008,10,190606,29
S1F0SBCL,197831936,12,190252,29
S1F0SBF5,10034256,6,200546,24
S1F0SBHA,242723608,12,244800,23
S1F0SBJA,243927800,11,245122,23
S1F0SBLG,179628968,7,191970,23
S1F0SBXC,84565752,17,219795,27
S1F0SC17,143757960,12,219658,27
S1F0SCHE,45830680,6,190968,32
S1F0SCPM,52822304,7,197303,28
S1F0SCT6,109593280,16,219688,32
S1F0T1AC,241468376,9,235981,36
S1F0T1BB,110463560,8,304923,25
S1F0T1K8,73411208,7,251717,17
S1F0T22E,74354968,11,380986,19
S1F0T24J,68732560,12,213259,19
S1F0T29K,137018352,7,261631,19
S1F0T2FN,130165336,8,244389,23
S1F0T2LA,226287408,10,251628,23
S1F0TBK9,162512968,13,246889,23
S1F0TCGQ,39863632,8,234943,23
S1F0TD9A,92421760,11,262823,21
S1F0TKSC,65859880,8,383457,23
S1F0TKW7,151211112,12,249997,27
S1F0TMLM,188268968,9,382621,27
S1F0TMRF,14536184,11,250118,27
S1F0TN84,120526024,7,387771,22
S1F0TNAB,190323704,9,381659,26
S1F0TND9,212326368,7,389197,30
S1F0TNNA,190196032,8,387818,19
S1F0TNSA,116861208,11,245385,19
S1F0TNW4,109692512,10,243913,19
S1F0TNYF,159379088,9,380944,23
S1F0TP5E,49228136,10,267578,23
S1F0TP6E,53003896,7,308285,23
S1F0TP75,217490912,10,194393,26
S1F0TP82,16569320,8,243071,26
S1F0TP8F,191004168,12,308196,26
S1F0TPH4,75329808,13,205465,26
S1F0TPJC,179881584,12,251280,22
S1F0TPK1,235458824,11,190011,20
S1F0TPMF,140169376,6,250952,25
S1F0TPS0,179373176,5,386734,25
S1F0TPYB,178855400,8,380544,27
S1F0TQ7S,162520480,7,381883,21
S1F0TQ9G,124353424,10,300870,22
S1F0TQCF,51974040,7,382327,21
S1F0TQCV,231572168,8,297715,21
S1F0TQEJ,49629347,6,381533,22
S1F0TQJ4,156207744,8,245015,26
S1F0TQLY,227172432,8,193450,26
S1F0TQNP,142471432,7,245325,30
S1F0TQP1,132114064,12,264858,20
S1F0TQQ1,66695984,12,260249,27
S1F0TQR9,182071512,11,195554,22
S1F0TQTF,100332128,12,246724,26
S1F0TQTH,162347792,9,381853,26
S1F0VE11,224994912,10,192581,26
S1F0VE35,8034928,8,250992,22
S1F0W45F,62934032,9,400041,22
S1F0WWHD,169702232,7,200170,22
S1F0X4RC,188904424,11,190583,29
S1F0XMNV,41219992,7,25,
S1F0Y4H6,214839472,5,202286,
S1F0Y6BM,144684216,8,190364,24
S1F0Y8MA,214653976,8,188686,28
S1F0YX6Z,116231416,8,190097,21
S1F100R5,82914944,7,232885,25
S1F101MC,136985776,10,203312,21
S1F101SP,237424504,8,203072,21
S1F1021H,236296336,11,229166,21
S1F102L8,133323208,6,177364,22
S1F1073Z,77177088,24,238498,26
S1F10AS0,112176496,10,412636,26
S1F10BNL,90292192,14,319518,26
S1F10BRH,196379992,10,203073,22
S1F10D0P,165776648,9,408322,26
S1F10E6M,9282448,7,202433,30
S1F10EBC,175952200,7,199536,22
S1F10FDX,151955464,11,204160,23
S1F10FF0,3703592,8,224890,24
S1F10FFZ,155580640,8,277047,35
S1F10FZB,196481232,16,322007,35
S1F10GDQ,40230816,7,198518,26
S1F10GSG,90655416,9,205049,20
S1F10HH5,197609920,9,402233,20
S1F10JL3,114869640,24,238301,24
S1F10NDB,1131032,8,202580,24
S1F10NM6,23066680,14,323734,24
S1F10P0S,8628272,7,402271,29
S1F10PED,34859328,5,188985,25
S1F10QDG,231145648,5,213442,29
S1F10QG6,179508968,6,204520,30
S1F10QH3,194859040,6,227556,30
S1F10QL8,63686176,6,189700,30
S1F10RKC,9451848,12,233526,29
S1F10RWZ,132949552,11,231267,29
S1F10V1N,114608712,10,405309,29
S1F10VJH,51956680,11,221596,29
S1F10VP8,165458016,25,201167,24
S1F114QM,231536624,9,406754,19
S1F114QR,94545424,9,265634,19
S1F115Z6,33288488,11,239945,23
S1F1162D,201857264,7,225617,23
S1F116H4,114115336,9,204568,23
S1F116J4,124417664,18,321726,27
S1F117PK,193526216,12,201162,27
S1F118JP,126598360,7,188817,27
S1F119X9,125626872,8,276544,27
S1F11A9R,206166448,23,230820,27
S1F11AK8,38634712,11,232761,31
S1F11AXR,43477352,11,202252,22
S1F11B1E,134741184,11,222677,26
S1F11C16,113944128,8,211052,26
S1F11CJC,176123352,13,230995,24
S1F11DBJ,1686488,12,233145,24
S1F11ETS,108756120,11,204071,28
S1F11G2C,144517976,16,317124,23
S1F11GG5,71932720,7,203446,23
S1F11K34,170545088,14,319897,23
S1F11KAY,81425968,5,201558,23
S1F11KQW,237055736,6,201059,27
S1F11L11,82288056,9,409668,19
S1F11MB0,192750960,5,198441,23
S1F11MT9,17139760,6,203233,19
S1F11S2Q,62091264,7,200752,22
S1F11S5B,24656744,11,188548,25
S1F11WEH,82059360,8,203498,25
S1F11XDA,69121264,10,189348,25
S1F11Y4K,56921784,14,310719,25
S1F11YHR,243678056,7,203790,25
S1F121LH,174492968,9,189136,28
S1F122HQ,70365616,11,189923,28
S1F122KD,224389144,8,224383,22
S1F12788,217094976,11,191934,26
S1F12XGM,90460096,8,235154,17
S1F12XJ4,202360536,14,222590,17
S1F12Y53,173807552,8,184735,23
S1F12ZAS,33130752,10,225951,28
S1F12ZQB,78171216,12,237385,43
S1F12ZQN,60597344,7,200504,17
S1F12ZRR,107084896,8,233347,26
S1F12ZSD,176157144,13,222288,26
S1F12ZZ2,172296432,11,232833,26
S1F130GX,185929680,11,231597,20
S1F130JB,135081064,9,189521,30
S1F1318D,64994632,13,89384,18
S1F131F6,242739768,8,212399,18
S1F1327G,170567856,11,286458,18
S1F132A5,232204328,11,229656,19
S1F133YJ,230906088,13,230603,19
S1F13432,235762912,8,214701,23
S1F134QM,243506376,12,232464,23
S1F13589,216579808,16,313972,16
S1F1358N,117427224,24,229170,20
S1F1359T,13591248,9,407905,27
S1F135BR,87832664,16,320801,26
S1F135CE,218022336,11,404898,23
S1F135D3,152915064,12,231982,33
S1F135DG,208504240,11,201371,19
S1F135DN,211124328,10,407823,23
S1F135F0,241759600,9,241278,23
S1F135F2,192860592,7,198647,27
S1F135F3,5153792,14,321007,30
S1F135GA,124961488,8,188956,25
S1F135QH,202537152,13,407964,20
S1F135SZ,114455544,9,212263,24
S1F135TN,226199336,14,311126,28
S1F135WP,147767496,11,191158,28
S1F1360P,121022608,13,232327,36
S1F1360W,16329552,10,400177,40
S1F13619,27376352,9,187450,
S1F13635,141904624,24,239039,21
S1F1364P,189138832,12,222758,21
S1F1365W,156879568,11,189455,21
S1F1368E,10619064,9,403157,21
S1F13699,213212200,7,199996,21
S1F136A5,199425240,12,189838,23
S1F136BS,171210264,9,204440,23
S1F136FG,87183656,12,226895,23
S1F136J0,54942936,16,316364,23
S1F136JY,175636992,9,278307,23
S1F136KG,137849064,11,237916,27
S1F136KJ,236288440,11,197402,27
S1F13B32,15404064,24,229729,27
S1F13BQX,23010200,9,286264,27
S1F13BTN,156282824,7,203839,27
S1F13CBB,130017968,24,229693,18
S1F13CMG,65627808,8,194943,18
S1F13GPY,226924936,16,312001,22
S1F13H80,152310584,9,203225,22
S1F13HPP,163397024,10,203328,22
S1F13HPR,110308264,8,187693,20
S1F13HWA,231117160,13,230473,20
S1F13JW4,6571104,8,182638,34
S1F13K7S,100725632,9,202388,36
S1F13K8E,26870016,12,202576,40
S1F13KBJ,31440584,12,233367,25
S1F13KBZ,199622024,11,202982,29
S1F13KC2,214109528,10,403678,21
S1F13KF6,51967488,9,204378,21
S1F13KG3,54676984,12,234118,24
S1F13KNV,197144120,9,205310,25
S1F13KZK,10993296,10,375540,25
S1F13M9A,121228256,25,230620,19
S1F13MAM,234844632,8,225155,30
W1F00CL9,129433816,16,293313,35
W1F034ZE,53523928,7,389098,29
W1F03CRZ,195352744,9,395117,29
W1F03D4L,20154672,14,322052,20
W1F03DP4,238220552,14,317406,24
W1F03E8C,200180376,9,403786,28
W1F03Y44,239014312,4,360127,28
W1F05X69,59849912,2,199341,28
W1F06QVP,187244224,8,304781,23
W1F06RAW,10259000,2,465293,23
W1F07EWB,18983024,16,202035,27
W1F08B0G,49486184,13,246820,25
W1F08EDA,153352536,25,558284,21
W1F08J1G,202418368,7,411455,21
W1F08KX5,126847600,7,392617,21
W1F08KZW,45469040,4,379747,23
W1F08PYR,3440688,10,391891,23
W1F08RHG,113105192,25,664245,23
W1F095DW,89867904,7,399545,23
W1F097FV,129675560,6,374013,20
W1F09H4J,222118528,7,403769,20
W1F09HBX,198710240,7,384343,27
W1F09WLS,177826600,4,358610,31
W1F0A27Q,90339008,7,394374,19
W1F0AQ9Q,22257296,3,400750,23
W1F0AQDE,142741816,7,391908,22
W1F0AQGD,43204200,7,400598,24
W1F0BJ6E,16787240,4,327366,24
W1F0DXT8,22163080,5,320530,31
W1F0ED5X,87197512,4,342455,27
W1F0F65G,98227688,9,219481,27
W1F0F6BN,176403712,12,228862,24
W1F0FEH7,163181440,9,204509,24
W1F0FKWW,192814608,13,190613,24
W1F0FML1,155723840,10,218567,28
W1F0FW0S,19671288,64,188940,28
W1F0FY92,109681008,12,202477,20
W1F0FYLJ,212521832,98,223610,25
W1F0FZPA,168249600,12,200903,27
W1F0G0NT,187806872,5,193907,27
W1F0G99N,37709048,22,194766,22
W1F0G9T7,59527832,10,204540,22
W1F0GCAZ,232120936,9,202747,26
W1F0GPGR,231836168,21,168788,26
W1F0H973,204322152,58,224209,30
W1F0H9RN,87567480,5,210158,30
W1F0HJWZ,88044968,63,223285,26
W1F0HNC5,117589840,59,223260,26
W1F0HPZK,72958648,7,285865,26
W1F0HR3T,52048888,22,194654,23
W1F0HSKB,99981192,16,201548,26
W1F0HT26,43096336,35,248402,26
W1F0HTQ2,1424216,13,286944,26
W1F0HYT8,119407208,15,190681,28
W1F0J7W7,174498496,95,228282,28
W1F0J9KM,117993432,9,259848,26
W1F0JA75,70685296,9,201095,26
W1F0JA9T,197920904,8,191127,26
W1F0JAZB,137137224,6,208497,18
W1F0JAZC,76566040,9,284140,18
W1F0JEB8,129975312,10,288580,18
W1F0JH87,63594872,8,204266,22
W1F0JHRJ,33277960,11,291173,22
W1F0JXDL,51665248,7,202121,21
W1F0JY02,112850496,5,199871,28
W1F0K9C1,190970992,11,289912,21
W1F0KAX2,103480600,7,282075,19
W1F0KCN8,220954528,6,297960,19
W1F0KCP2,155607536,6,284938,19
W1F0KCR5,78911584,8,190856,19
W1F0KCZ0,207326312,6,210467,19
W1F0KD20,198833224,17,217830,23
W1F0KD2K,79404376,6,209094,23
W1F0KD36,204995096,11,190197,23
W1F0KD3Y,214455352,11,453772,24
W1F0KD47,191369816,6,204277,24
W1F0KDDQ,190959040,7,209525,24
W1F0KG97,76723984,68,227454,24
W1F0KHHQ,204164512,11,289287,24
W1F0KJMC,161291512,7,210167,28
W1F0KRWP,83529736,7,294367,28
W1F0L2LC,238392752,29,252090,28
W1F0L2Q7,166862992,61,221093,32
W1F0L66L,151488896,6,174764,32
W1F0L6ZS,14409960,32,250221,32
W1F0LBD3,48223840,5,189420,32
W1F0LS71,182326992,8,284128,21
W1F0LSFS,5236808,6,196299,25
W1F0LYBN,180437376,6,210122,27
W1F0LYY0,129046456,5,237443,27
W1F0LZFB,85986784,9,189670,27
W1F0LZJX,71546336,13,448542,29
W1F0M02P,127736304,9,454569,21
W1F0M330,137327920,11,454848,23
W1F0M35B,67353816,7,245507,23
W1F0M46R,43794904,14,291332,18
W1F0M492,207960224,8,191177,28
W1F0M4BZ,132885360,8,298585,26
W1F0M6Y0,106056512,4,449158,30
W1F0MNDQ,89441136,6,190473,30
W1F0MW4S,50421008,8,185385,34
W1F0MZRT,29795480,11,251399,20
W1F0N0DC,13564456,16,219963,24
W1F0N84F,190903216,5,252790,30
W1F0NB60,153197880,11,191881,23
W1F0NBYN,38089456,6,186265,27
W1F0NF1S,241674696,11,284128,29
W1F0NNAH,220557600,10,129990,29
W1F0NZSK,87297920,35,251345,24
W1F0NZZZ,78419304,33,253288,24
W1F0P114,128775712,35,252484,24
W1F0P133,139160024,37,219811,24
W1F0P24E,74437648,33,219758,30
W1F0P2M4,177198408,20,194277,30
W1F0P2TN,94477192,12,287905,34
W1F0P33Z,172425864,14,193961,21
W1F0P37T,86504472,35,250709,21
W1F0P3FR,228730176,12,275694,21
W1F0P41T,46630056,32,251947,21
W1F0P49T,179436240,10,285930,25
W1F0P6E1,185119048,36,250299,25
W1F0PAXH,112369648,14,306290,26
W1F0PNA5,14442703,30,224801,30
W1F0Q8FH,28096064,40,221851,26
W1F0QE96,158843872,5,219512,28
W1F0QKJP,180575240,6,172697,22
W1F0QTJM,6059416,8,196871,26
W1F0R731,20025592,31,251347,30
W1F0R8W2,145910584,12,288455,23
W1F0RN8N,111319840,14,195653,27
W1F0RXV0,235707824,20,195571,22
W1F0S9SP,161177496,36,251367,21
W1F0SCL1,52550744,6,283844,23
W1F0SFJJ,91346784,10,185946,27
W1F0SGHR,231347272,35,254459,31
W1F0SJJ2,236082384,9,204857,24
W1F0SJNS,161236248,30,253383,32
W1F0SNW3,214648440,11,290210,26
W1F0SRG1,191043440,32,253650,26
W1F0SRNZ,6093208,13,202217,27
W1F0SVA7,164667440,14,194801,21
W1F0SWST,217673384,13,221937,21
W1F0SWXK,221148680,17,220542,27
W1F0T034,165488528,10,290643,27
